lda_score_MIN,from_IP,to_IP
1.08E-05,10.0.0.7,172.30.1.214
1.08E-05,10.0.0.7,172.10.2.87
1.08E-05,10.0.0.7,172.30.2.143
1.08E-05,10.0.0.7,172.10.1.232
1.08E-05,10.0.0.7,172.20.1.104
1.08E-05,10.0.0.7,172.20.1.132
1.08E-05,10.0.0.7,172.20.1.29
1.08E-05,10.0.0.7,172.30.2.123
1.08E-05,10.0.0.7,172.30.1.244
1.08E-05,10.0.0.7,172.10.2.99
1.08E-05,10.0.0.7,172.20.1.202
1.08E-05,10.0.0.7,172.20.2.74
1.08E-05,10.0.0.7,172.30.1.221
1.08E-05,10.0.0.7,172.10.1.209
1.08E-05,10.0.0.7,172.30.1.254
1.08E-05,10.0.0.7,172.30.1.74
1.08E-05,10.0.0.7,172.20.2.140
1.08E-05,10.0.0.7,172.10.1.207
1.08E-05,10.0.0.7,172.20.1.147
1.08E-05,10.0.0.7,172.10.1.14
1.08E-05,10.0.0.7,172.30.1.164
1.08E-05,10.0.0.7,172.10.2.41
1.08E-05,10.0.0.7,172.30.2.4
1.08E-05,10.0.0.7,172.20.1.244
1.08E-05,10.0.0.7,172.10.1.137
1.08E-05,10.0.0.7,172.30.1.131
1.08E-05,10.0.0.7,172.10.1.56
1.08E-05,10.0.0.7,172.30.2.71
1.08E-05,10.0.0.7,172.10.1.103
1.08E-05,10.0.0.7,172.30.1.10
1.08E-05,10.0.0.7,172.20.1.142
1.08E-05,10.0.0.7,172.30.1.188
1.08E-05,10.0.0.7,172.20.1.194
1.08E-05,10.0.0.7,172.20.2.36
1.08E-05,10.0.0.7,172.30.1.12
1.08E-05,10.0.0.7,172.10.1.43
1.08E-05,10.0.0.7,172.10.1.47
1.08E-05,10.0.0.7,172.10.1.87
1.08E-05,10.0.0.7,172.30.1.1
1.08E-05,10.0.0.7,172.20.1.166
1.08E-05,10.0.0.7,172.10.2.97
1.08E-05,10.0.0.7,172.10.2.68
1.08E-05,10.0.0.7,172.20.1.130
1.08E-05,10.0.0.7,172.20.2.130
1.08E-05,10.0.0.7,172.20.2.127
1.08E-05,10.0.0.7,172.30.2.76
1.08E-05,10.0.0.7,172.30.1.237
1.08E-05,10.0.0.7,172.10.2.52
1.08E-05,10.0.0.7,172.20.1.176
1.08E-05,10.0.0.7,172.20.1.192
1.08E-05,10.0.0.7,172.20.1.96
1.08E-05,10.0.0.7,172.20.1.146
1.08E-05,10.0.0.7,172.30.1.222
1.08E-05,10.0.0.7,172.20.1.186
1.08E-05,10.0.0.7,172.30.1.199
1.08E-05,10.0.0.7,172.20.1.88
1.08E-05,10.0.0.7,172.30.1.204
1.08E-05,10.0.0.7,172.10.1.101
1.08E-05,10.0.0.7,172.20.1.172
1.08E-05,10.0.0.7,172.10.1.146
1.08E-05,10.0.0.7,172.30.1.224
1.08E-05,10.0.0.7,172.10.2.20
1.08E-05,10.0.0.7,172.30.2.38
1.08E-05,10.0.0.7,172.30.1.216
1.08E-05,10.0.0.7,172.10.1.1
1.08E-05,10.0.0.7,172.20.2.91
1.08E-05,10.0.0.7,172.30.2.79
1.08E-05,10.0.0.7,172.30.2.138
1.08E-05,10.0.0.7,172.20.1.69
1.08E-05,10.0.0.7,172.10.1.136
1.08E-05,10.0.0.7,172.10.1.149
1.08E-05,10.0.0.7,172.30.1.247
1.08E-05,10.0.0.7,172.30.2.22
1.08E-05,10.0.0.7,172.30.2.45
1.08E-05,10.0.0.7,172.20.2.50
1.08E-05,10.0.0.7,172.30.1.71
1.08E-05,10.0.0.7,172.30.1.119
1.08E-05,10.0.0.7,172.10.2.24
1.08E-05,10.0.0.7,172.20.1.170
1.08E-05,10.0.0.7,172.30.1.104
1.08E-05,10.0.0.7,172.10.1.214
1.08E-05,10.0.0.7,172.20.1.143
1.08E-05,10.0.0.7,172.30.2.49
1.08E-05,10.0.0.7,172.30.2.104
1.08E-05,10.0.0.7,172.20.2.88
1.08E-05,10.0.0.7,172.10.2.61
1.08E-05,10.0.0.7,172.10.1.31
1.08E-05,10.0.0.7,172.30.1.208
1.08E-05,10.0.0.7,172.20.1.154
1.08E-05,10.0.0.7,172.10.1.50
1.08E-05,10.0.0.7,172.10.1.250
1.08E-05,10.0.0.7,172.20.2.116
1.08E-05,10.0.0.7,172.20.1.67
1.08E-05,10.0.0.7,172.30.1.24
1.08E-05,10.0.0.7,172.20.2.61
1.08E-05,10.0.0.7,172.10.1.53
1.08E-05,10.0.0.7,172.20.2.17
1.08E-05,10.0.0.7,172.10.1.172
1.08E-05,10.0.0.7,172.30.1.149
1.08E-05,10.0.0.7,172.20.1.229
1.08E-05,10.0.0.7,172.20.2.69
1.08E-05,10.0.0.7,172.20.2.29
1.08E-05,10.0.0.7,172.20.1.58
1.08E-05,10.0.0.7,172.10.2.45
1.08E-05,10.0.0.7,172.30.2.21
1.08E-05,10.0.0.7,172.20.2.147
1.08E-05,10.0.0.7,172.30.2.94
1.08E-05,10.0.0.7,172.20.1.36
1.08E-05,10.0.0.7,172.10.1.32
1.08E-05,10.0.0.7,172.20.2.128
1.08E-05,10.0.0.7,172.20.2.25
1.08E-05,10.0.0.7,172.20.1.97
1.08E-05,10.0.0.7,172.30.1.235
1.08E-05,10.0.0.7,172.30.1.87
1.08E-05,10.0.0.7,172.30.1.83
1.08E-05,10.0.0.7,172.10.1.182
1.08E-05,10.0.0.7,172.20.2.43
1.08E-05,10.0.0.7,172.10.1.234
1.08E-05,10.0.0.7,172.20.1.216
1.08E-05,10.0.0.7,172.20.1.83
1.08E-05,10.0.0.7,172.30.2.80
1.08E-05,10.0.0.7,172.30.1.171
1.08E-05,10.0.0.7,172.20.1.211
1.08E-05,10.0.0.7,172.20.2.121
1.08E-05,10.0.0.7,172.20.2.77
1.08E-05,10.0.0.7,172.10.2.129
1.08E-05,10.0.0.7,172.20.1.221
1.08E-05,10.0.0.7,172.10.1.211
1.08E-05,10.0.0.7,172.10.2.96
1.08E-05,10.0.0.7,172.30.1.178
1.08E-05,10.0.0.7,172.10.1.221
1.08E-05,10.0.0.7,172.10.1.147
1.08E-05,10.0.0.7,172.30.1.219
1.08E-05,10.0.0.7,172.10.1.81
1.08E-05,10.0.0.7,172.30.2.65
1.08E-05,10.0.0.7,172.30.2.11
1.08E-05,10.0.0.7,172.10.2.100
1.08E-05,10.0.0.7,172.30.1.239
1.08E-05,10.0.0.7,172.10.1.254
1.08E-05,10.0.0.7,172.30.1.207
1.08E-05,10.0.0.7,172.20.1.195
1.08E-05,10.0.0.7,172.30.2.125
1.08E-05,10.0.0.7,172.30.1.123
1.08E-05,10.0.0.7,172.10.1.165
1.08E-05,10.0.0.7,172.30.1.253
1.08E-05,10.0.0.7,172.30.1.227
1.08E-05,10.0.0.7,172.30.1.43
1.08E-05,10.0.0.7,172.30.1.205
1.08E-05,10.0.0.7,172.30.1.76
1.08E-05,10.0.0.7,172.20.1.26
1.08E-05,10.0.0.7,172.20.1.213
1.08E-05,10.0.0.7,172.20.1.126
1.08E-05,10.0.0.7,172.30.1.232
1.08E-05,10.0.0.7,172.10.1.138
1.08E-05,10.0.0.7,172.10.1.218
1.08E-05,10.0.0.7,172.30.1.230
1.08E-05,10.0.0.7,172.30.2.77
1.08E-05,10.0.0.7,172.10.2.6
1.08E-05,10.0.0.7,172.30.2.97
1.08E-05,10.0.0.7,172.30.2.62
1.08E-05,10.0.0.7,172.20.1.180
1.08E-05,10.0.0.7,172.20.2.6
1.08E-05,10.0.0.7,172.10.2.83
1.08E-05,10.0.0.7,172.10.1.183
1.08E-05,10.0.0.7,172.10.1.114
1.08E-05,10.0.0.7,172.30.1.138
1.08E-05,10.0.0.7,172.20.2.49
1.08E-05,10.0.0.7,172.30.1.132
1.08E-05,10.0.0.7,172.20.2.115
1.08E-05,10.0.0.7,172.30.1.197
1.08E-05,10.0.0.7,172.20.1.136
1.08E-05,10.0.0.7,172.20.1.124
1.08E-05,10.0.0.7,172.20.1.224
1.08E-05,10.0.0.7,172.10.2.57
1.08E-05,10.0.0.7,172.20.2.44
1.08E-05,10.0.0.7,172.10.1.178
1.08E-05,10.0.0.7,172.10.1.194
1.08E-05,10.0.0.7,172.10.2.60
1.08E-05,10.0.0.7,172.20.1.237
1.08E-05,10.0.0.7,172.30.2.31
1.08E-05,10.0.0.7,172.30.2.42
1.08E-05,10.0.0.7,172.20.1.183
1.08E-05,10.0.0.7,172.10.1.122
1.08E-05,10.0.0.7,172.10.1.249
1.08E-05,10.0.0.7,172.30.1.84
1.08E-05,10.0.0.7,172.20.1.78
1.08E-05,10.0.0.7,172.20.1.210
1.08E-05,10.0.0.7,172.30.2.139
1.08E-05,10.0.0.7,172.10.2.8
1.08E-05,10.0.0.7,172.10.2.71
1.08E-05,10.0.0.7,172.30.1.67
1.08E-05,10.0.0.7,172.10.2.125
1.08E-05,10.0.0.7,172.10.1.148
1.08E-05,10.0.0.7,172.20.2.47
1.08E-05,10.0.0.7,172.20.1.214
1.08E-05,10.0.0.7,172.30.1.105
1.08E-05,10.0.0.7,172.20.2.100
1.08E-05,10.0.0.7,172.20.1.50
1.08E-05,10.0.0.7,172.30.1.201
1.08E-05,10.0.0.7,172.30.1.196
1.08E-05,10.0.0.7,172.30.2.2
1.08E-05,10.0.0.7,172.20.2.120
1.08E-05,10.0.0.7,172.30.1.32
1.08E-05,10.0.0.7,172.10.1.26
1.08E-05,10.0.0.7,172.10.2.116
1.08E-05,10.0.0.7,172.20.1.95
1.08E-05,10.0.0.7,172.20.2.16
1.08E-05,10.0.0.7,172.20.1.57
1.08E-05,10.0.0.7,172.10.2.82
1.08E-05,10.0.0.7,172.10.2.132
1.08E-05,10.0.0.7,172.20.1.198
1.08E-05,10.0.0.7,172.30.2.96
1.08E-05,10.0.0.7,172.10.2.106
1.08E-05,10.0.0.7,172.20.2.73
1.08E-05,10.0.0.7,172.10.1.215
1.08E-05,10.0.0.7,172.10.1.200
1.08E-05,10.0.0.7,172.10.1.123
1.08E-05,10.0.0.7,172.20.1.33
1.08E-05,10.0.0.7,172.30.2.10
1.08E-05,10.0.0.7,172.30.2.70
1.08E-05,10.0.0.7,172.30.1.9
1.08E-05,10.0.0.7,172.30.2.135
1.08E-05,10.0.0.7,172.30.1.242
1.08E-05,10.0.0.7,172.20.2.28
1.08E-05,10.0.0.7,172.20.2.38
1.08E-05,10.0.0.7,172.20.1.245
1.08E-05,10.0.0.7,172.10.1.77
1.08E-05,10.0.0.7,172.10.1.18
1.08E-05,10.0.0.7,172.30.2.106
1.08E-05,10.0.0.7,172.10.2.54
1.08E-05,10.0.0.7,172.20.1.28
1.08E-05,10.0.0.7,172.10.2.46
1.08E-05,10.0.0.7,172.20.1.63
1.08E-05,10.0.0.7,172.30.1.91
1.08E-05,10.0.0.7,172.10.1.219
1.08E-05,10.0.0.7,172.10.2.80
1.08E-05,10.0.0.7,172.10.1.189
1.08E-05,10.0.0.7,172.30.1.192
1.08E-05,10.0.0.7,172.10.1.85
1.08E-05,10.0.0.7,172.10.2.32
1.08E-05,10.0.0.7,172.30.1.59
1.08E-05,10.0.0.7,172.20.2.70
1.08E-05,10.0.0.7,172.20.1.7
1.08E-05,10.0.0.7,172.20.1.140
1.08E-05,10.0.0.7,172.10.1.170
1.08E-05,10.0.0.7,172.20.1.42
1.08E-05,10.0.0.7,172.10.2.38
1.08E-05,10.0.0.7,172.30.1.7
1.08E-05,10.0.0.7,172.30.2.40
1.08E-05,10.0.0.7,172.10.1.161
1.08E-05,10.0.0.7,172.20.1.87
1.08E-05,10.0.0.7,172.20.1.91
1.08E-05,10.0.0.7,172.20.1.86
1.08E-05,10.0.0.7,172.20.1.134
1.08E-05,10.0.0.7,172.20.1.54
1.08E-05,10.0.0.7,172.20.1.156
1.08E-05,10.0.0.7,172.30.2.66
1.08E-05,10.0.0.7,172.30.1.251
1.08E-05,10.0.0.7,172.20.1.137
1.08E-05,10.0.0.7,172.10.1.106
1.08E-05,10.0.0.7,172.30.1.57
1.08E-05,10.0.0.7,172.20.1.246
1.08E-05,10.0.0.7,172.20.2.58
1.08E-05,10.0.0.7,172.20.1.227
1.08E-05,10.0.0.7,172.20.2.62
1.08E-05,10.0.0.7,172.20.1.204
1.08E-05,10.0.0.7,172.20.2.23
1.08E-05,10.0.0.7,172.10.1.93
1.08E-05,10.0.0.7,172.20.1.159
1.08E-05,10.0.0.7,172.20.1.168
1.08E-05,10.0.0.7,172.20.1.100
1.08E-05,10.0.0.7,172.10.2.127
1.08E-05,10.0.0.7,172.10.1.201
1.08E-05,10.0.0.7,172.30.1.16
1.08E-05,10.0.0.7,172.30.1.198
1.08E-05,10.0.0.7,172.20.1.48
1.08E-05,10.0.0.7,172.30.2.142
1.08E-05,10.0.0.7,172.20.1.197
1.08E-05,10.0.0.7,172.10.2.123
1.08E-05,10.0.0.7,172.20.2.92
1.08E-05,10.0.0.7,172.30.2.61
1.08E-05,10.0.0.7,172.10.2.64
1.08E-05,10.0.0.7,172.10.1.216
1.08E-05,10.0.0.7,172.20.1.208
1.08E-05,10.0.0.7,172.10.2.4
1.08E-05,10.0.0.7,172.30.2.47
1.08E-05,10.0.0.7,172.20.1.218
1.08E-05,10.0.0.7,172.20.1.65
1.08E-05,10.0.0.7,172.10.1.202
1.08E-05,10.0.0.7,172.20.1.59
1.08E-05,10.0.0.7,172.20.2.32
1.08E-05,10.0.0.7,172.10.1.73
1.08E-05,10.0.0.7,172.20.2.53
1.08E-05,10.0.0.7,172.30.1.126
1.08E-05,10.0.0.7,172.20.1.199
1.08E-05,10.0.0.7,172.10.1.84
1.08E-05,10.0.0.7,172.30.2.13
1.08E-05,10.0.0.7,172.30.1.139
1.08E-05,10.0.0.7,172.30.2.63
1.08E-05,10.0.0.7,172.30.1.173
1.08E-05,10.0.0.7,172.20.2.107
1.08E-05,10.0.0.7,172.10.1.156
1.08E-05,10.0.0.7,172.30.1.78
1.08E-05,10.0.0.7,172.30.2.137
1.08E-05,10.0.0.7,172.20.2.131
1.08E-05,10.0.0.7,172.30.1.85
1.08E-05,10.0.0.7,172.30.2.44
1.08E-05,10.0.0.7,172.20.1.225
1.08E-05,10.0.0.7,172.20.1.167
1.08E-05,10.0.0.7,172.10.1.120
1.08E-05,10.0.0.7,172.30.2.147
1.08E-05,10.0.0.7,172.30.1.23
1.08E-05,10.0.0.7,172.30.1.240
1.08E-05,10.0.0.7,172.30.1.38
1.08E-05,10.0.0.7,172.10.2.18
1.08E-05,10.0.0.7,172.20.1.223
1.08E-05,10.0.0.7,172.20.2.13
1.08E-05,10.0.0.7,172.10.2.101
1.08E-05,10.0.0.7,172.10.1.115
1.08E-05,10.0.0.7,172.20.2.2
1.08E-05,10.0.0.7,172.10.1.212
1.08E-05,10.0.0.7,172.20.1.74
1.08E-05,10.0.0.7,172.10.1.94
1.08E-05,10.0.0.7,172.10.1.24
1.08E-05,10.0.0.7,172.30.2.53
1.08E-05,10.0.0.7,172.20.1.164
1.08E-05,10.0.0.7,172.20.2.104
1.08E-05,10.0.0.7,172.30.1.155
1.08E-05,10.0.0.7,172.10.1.75
1.08E-05,10.0.0.7,172.20.1.18
1.08E-05,10.0.0.7,172.20.1.9
1.08E-05,10.0.0.7,172.30.1.21
1.08E-05,10.0.0.7,172.10.2.76
1.08E-05,10.0.0.7,172.30.1.209
1.08E-05,10.0.0.7,172.20.1.226
1.08E-05,10.0.0.7,172.10.2.134
1.08E-05,10.0.0.7,172.30.2.72
1.08E-05,10.0.0.7,172.20.1.243
1.08E-05,10.0.0.7,172.30.2.16
1.08E-05,10.0.0.7,172.20.2.10
1.08E-05,10.0.0.7,172.20.1.16
1.08E-05,10.0.0.7,172.20.1.105
1.08E-05,10.0.0.7,172.30.1.159
1.08E-05,10.0.0.7,172.20.1.238
1.08E-05,10.0.0.7,172.20.1.144
1.08E-05,10.0.0.7,172.30.1.20
1.08E-05,10.0.0.7,172.10.2.56
1.08E-05,10.0.0.7,172.30.1.146
1.08E-05,10.0.0.7,172.20.2.94
1.08E-05,10.0.0.7,172.30.1.220
1.08E-05,10.0.0.7,172.20.1.196
1.08E-05,10.0.0.7,172.30.2.60
1.08E-05,10.0.0.7,172.20.1.220
1.08E-05,10.0.0.7,172.10.1.224
1.08E-05,10.0.0.7,172.30.1.151
1.08E-05,10.0.0.7,172.30.1.211
1.08E-05,10.0.0.7,172.20.1.240
1.08E-05,10.0.0.7,172.20.1.209
1.08E-05,10.0.0.7,172.30.2.91
1.08E-05,10.0.0.7,172.10.2.3
1.08E-05,10.0.0.7,172.10.2.141
1.08E-05,10.0.0.7,172.20.1.66
1.08E-05,10.0.0.7,172.10.1.83
1.08E-05,10.0.0.7,172.30.1.36
1.08E-05,10.0.0.7,172.30.2.73
1.08E-05,10.0.0.7,172.10.1.185
1.08E-05,10.0.0.7,172.30.2.14
1.08E-05,10.0.0.7,172.30.2.145
1.08E-05,10.0.0.7,172.30.2.54
1.08E-05,10.0.0.7,172.20.1.219
1.08E-05,10.0.0.7,172.10.2.143
1.08E-05,10.0.0.7,172.20.2.135
1.08E-05,10.0.0.7,172.20.1.177
1.08E-05,10.0.0.7,172.30.1.50
1.08E-05,10.0.0.7,172.20.2.125
1.08E-05,10.0.0.7,172.30.1.185
1.08E-05,10.0.0.7,172.20.1.116
1.08E-05,10.0.0.7,172.20.1.254
1.08E-05,10.0.0.7,172.30.2.75
1.08E-05,10.0.0.7,172.10.1.129
1.08E-05,10.0.0.7,172.30.1.127
1.08E-05,10.0.0.7,172.30.1.5
1.08E-05,10.0.0.7,172.20.1.206
1.08E-05,10.0.0.7,172.10.1.27
1.08E-05,10.0.0.7,172.20.2.99
1.08E-05,10.0.0.7,172.20.2.63
1.08E-05,10.0.0.7,172.10.1.143
1.08E-05,10.0.0.7,172.10.1.171
1.08E-05,10.0.0.7,172.10.2.59
1.08E-05,10.0.0.7,172.20.1.215
1.08E-05,10.0.0.7,172.20.1.234
1.08E-05,10.0.0.7,172.20.2.31
1.08E-05,10.0.0.7,172.20.1.15
1.08E-05,10.0.0.7,172.30.2.88
1.08E-05,10.0.0.7,172.30.2.18
1.08E-05,10.0.0.7,172.30.2.110
1.08E-05,10.0.0.7,172.20.1.56
1.08E-05,10.0.0.7,172.20.2.59
1.08E-05,10.0.0.7,172.20.1.212
1.08E-05,10.0.0.7,172.10.1.128
1.08E-05,10.0.0.7,172.10.2.102
1.08E-05,10.0.0.7,172.20.2.83
1.08E-05,10.0.0.7,172.30.2.117
1.08E-05,10.0.0.7,172.10.2.139
1.08E-05,10.0.0.7,172.30.2.82
1.08E-05,10.0.0.7,172.20.1.128
1.08E-05,10.0.0.7,172.20.2.114
1.08E-05,10.0.0.7,172.20.1.179
1.08E-05,10.0.0.7,172.10.1.60
1.08E-05,10.0.0.7,172.20.1.60
1.08E-05,10.0.0.7,172.10.1.126
1.08E-05,10.0.0.7,172.20.1.122
1.08E-05,10.0.0.7,172.20.1.185
1.08E-05,10.0.0.7,172.30.1.148
1.08E-05,10.0.0.7,172.10.1.187
1.08E-05,10.0.0.7,172.30.1.111
1.08E-05,10.0.0.7,172.30.1.60
1.08E-05,10.0.0.7,172.10.1.246
1.08E-05,10.0.0.7,172.30.1.120
1.08E-05,10.0.0.7,172.20.1.163
1.08E-05,10.0.0.7,172.20.1.200
1.08E-05,10.0.0.7,172.10.2.67
1.08E-05,10.0.0.7,172.10.1.228
1.08E-05,10.0.0.7,172.30.2.131
1.08E-05,10.0.0.7,172.20.2.124
1.08E-05,10.0.0.7,172.20.2.118
1.08E-05,10.0.0.7,172.20.2.52
1.08E-05,10.0.0.7,172.10.2.117
1.08E-05,10.0.0.7,172.30.1.206
1.08E-05,10.0.0.7,172.10.2.109
1.08E-05,10.0.0.7,172.10.1.112
1.08E-05,10.0.0.7,172.30.1.191
1.08E-05,10.0.0.7,172.10.1.119
1.08E-05,10.0.0.7,172.20.1.92
1.08E-05,10.0.0.7,172.30.2.34
1.08E-05,10.0.0.7,172.20.1.138
1.08E-05,10.0.0.7,172.20.1.123
1.08E-05,10.0.0.7,172.20.2.30
1.08E-05,10.0.0.7,172.10.2.49
1.08E-05,10.0.0.7,172.30.2.130
1.08E-05,10.0.0.7,172.10.2.86
1.08E-05,10.0.0.7,172.30.1.51
1.08E-05,10.0.0.7,172.20.2.144
1.08E-05,10.0.0.7,172.20.2.133
1.08E-05,10.0.0.7,172.30.1.170
1.08E-05,10.0.0.7,172.30.1.187
1.08E-05,10.0.0.7,172.30.1.62
1.08E-05,10.0.0.7,172.20.1.169
1.08E-05,10.0.0.7,172.10.1.237
1.08E-05,10.0.0.7,172.30.1.147
1.08E-05,10.0.0.7,172.10.2.27
1.08E-05,10.0.0.7,172.30.2.57
1.08E-05,10.0.0.7,172.30.1.75
1.08E-05,10.0.0.7,172.10.1.248
1.08E-05,10.0.0.7,172.20.2.60
1.08E-05,10.0.0.7,172.30.1.49
1.08E-05,10.0.0.7,172.10.1.108
1.08E-05,10.0.0.7,172.10.1.102
1.08E-05,10.0.0.7,172.10.1.241
1.08E-05,10.0.0.7,172.30.2.19
1.08E-05,10.0.0.7,172.20.2.90
1.08E-05,10.0.0.7,172.10.1.223
1.08E-05,10.0.0.7,172.10.1.88
1.08E-05,10.0.0.7,172.10.1.7
1.08E-05,10.0.0.7,172.20.1.10
1.08E-05,10.0.0.7,172.10.1.100
1.08E-05,10.0.0.7,172.30.1.210
1.08E-05,10.0.0.7,172.30.1.161
1.08E-05,10.0.0.7,172.30.1.141
1.08E-05,10.0.0.7,172.20.2.146
1.08E-05,10.0.0.7,172.30.2.98
1.08E-05,10.0.0.7,172.20.2.112
1.08E-05,10.0.0.7,172.30.1.158
1.08E-05,10.0.0.7,172.20.2.37
1.08E-05,10.0.0.7,172.10.1.116
1.08E-05,10.0.0.7,172.20.1.217
1.08E-05,10.0.0.7,172.20.1.41
1.08E-05,10.0.0.7,172.30.1.228
1.08E-05,10.0.0.7,172.20.2.106
1.08E-05,10.0.0.7,172.20.2.123
1.08E-05,10.0.0.7,172.20.2.42
1.08E-05,10.0.0.7,172.20.1.247
1.08E-05,10.0.0.7,172.30.1.46
1.08E-05,10.0.0.7,172.10.1.245
1.08E-05,10.0.0.7,172.30.1.190
1.08E-05,10.0.0.7,172.30.1.217
1.08E-05,10.0.0.7,172.10.2.135
1.08E-05,10.0.0.7,172.30.2.17
1.08E-05,10.0.0.7,172.20.1.145
1.08E-05,10.0.0.7,172.30.1.15
1.08E-05,10.0.0.7,172.30.2.59
1.08E-05,10.0.0.7,172.10.2.78
1.08E-05,10.0.0.7,172.20.1.188
1.08E-05,10.0.0.7,172.10.1.41
1.08E-05,10.0.0.7,172.20.1.203
1.08E-05,10.0.0.7,172.30.1.252
1.08E-05,10.0.0.7,172.30.2.113
1.08E-05,10.0.0.7,172.20.1.13
1.08E-05,10.0.0.7,172.10.1.217
1.08E-05,10.0.0.7,172.20.1.114
1.08E-05,10.0.0.7,172.30.2.6
1.08E-05,10.0.0.7,172.20.1.228
1.08E-05,10.0.0.7,172.10.1.125
1.08E-05,10.0.0.7,172.10.1.107
1.08E-05,10.0.0.7,172.10.1.160
1.08E-05,10.0.0.7,172.20.2.68
1.08E-05,10.0.0.7,172.10.2.29
1.08E-05,10.0.0.7,172.10.2.1
1.08E-05,10.0.0.7,172.20.2.46
1.08E-05,10.0.0.7,172.20.2.143
1.08E-05,10.0.0.7,172.20.1.109
1.08E-05,10.0.0.7,172.10.2.44
1.08E-05,10.0.0.7,172.10.1.251
1.08E-05,10.0.0.7,172.20.1.75
1.08E-05,10.0.0.7,172.10.1.37
1.08E-05,10.0.0.7,172.30.1.193
1.08E-05,10.0.0.7,172.20.2.5
1.08E-05,10.0.0.7,172.20.2.82
1.08E-05,10.0.0.7,172.20.1.190
1.08E-05,10.0.0.7,172.10.1.78
1.08E-05,10.0.0.7,172.20.2.18
1.08E-05,10.0.0.7,172.10.1.142
1.08E-05,10.0.0.7,172.20.1.253
1.08E-05,10.0.0.7,172.10.2.110
1.08E-05,10.0.0.7,172.10.1.22
1.08E-05,10.0.0.7,172.10.1.226
1.08E-05,10.0.0.7,172.10.2.72
1.08E-05,10.0.0.7,172.10.1.10
1.08E-05,10.0.0.7,172.10.2.10
1.08E-05,10.0.0.7,172.30.1.195
1.08E-05,10.0.0.7,172.30.1.81
1.08E-05,10.0.0.7,172.30.2.12
1.08E-05,10.0.0.7,172.20.1.148
1.08E-05,10.0.0.7,172.20.1.94
1.08E-05,10.0.0.7,172.10.1.64
1.08E-05,10.0.0.7,172.10.1.69
1.08E-05,10.0.0.7,172.10.1.205
1.08E-05,10.0.0.7,172.20.2.12
1.08E-05,10.0.0.7,172.20.1.151
1.08E-05,10.0.0.7,172.20.1.113
1.08E-05,10.0.0.7,172.20.2.27
1.08E-05,10.0.0.7,172.10.2.34
1.08E-05,10.0.0.7,172.30.1.102
1.08E-05,10.0.0.7,172.10.1.203
1.08E-05,10.0.0.7,172.20.2.136
1.08E-05,10.0.0.7,172.30.2.5
1.08E-05,10.0.0.7,172.30.2.29
1.08E-05,10.0.0.7,172.20.1.239
1.08E-05,10.0.0.7,172.30.1.183
1.08E-05,10.0.0.7,172.20.1.119
1.08E-05,10.0.0.7,172.30.1.186
1.08E-05,10.0.0.7,172.10.1.220
1.08E-05,10.0.0.7,172.20.2.67
1.08E-05,10.0.0.7,172.10.1.52
1.08E-05,10.0.0.7,172.20.2.26
1.08E-05,10.0.0.7,172.20.1.236
1.08E-05,10.0.0.7,172.30.2.105
1.08E-05,10.0.0.7,172.10.1.181
1.08E-05,10.0.0.7,172.20.2.79
1.08E-05,10.0.0.7,172.10.2.140
1.08E-05,10.0.0.7,172.30.1.136
1.08E-05,10.0.0.7,172.10.2.85
1.08E-05,10.0.0.7,172.10.2.75
1.08E-05,10.0.0.7,172.30.1.31
1.08E-05,10.0.0.7,172.30.1.215
1.08E-05,10.0.0.7,172.20.1.34
1.09E-05,10.0.0.11,172.20.1.226
1.09E-05,10.0.0.11,172.30.1.193
1.09E-05,10.0.0.11,172.20.1.93
1.09E-05,10.0.0.11,172.10.1.125
1.09E-05,10.0.0.11,172.20.2.23
1.09E-05,10.0.0.11,172.30.2.76
1.09E-05,10.0.0.11,172.20.1.76
1.09E-05,10.0.0.11,172.20.1.40
1.09E-05,10.0.0.11,172.10.1.175
1.09E-05,10.0.0.11,172.20.1.189
1.09E-05,10.0.0.11,172.30.1.196
1.09E-05,10.0.0.11,172.20.1.207
1.09E-05,10.0.0.11,172.30.1.130
1.09E-05,10.0.0.11,172.10.2.104
1.09E-05,10.0.0.11,172.30.2.128
1.09E-05,10.0.0.11,172.30.1.14
1.09E-05,10.0.0.11,172.20.1.121
1.09E-05,10.0.0.11,172.30.2.33
1.09E-05,10.0.0.11,172.20.1.15
1.09E-05,10.0.0.11,172.20.1.50
1.09E-05,10.0.0.11,172.30.2.147
1.09E-05,10.0.0.11,172.10.1.61
1.09E-05,10.0.0.11,172.20.2.70
1.09E-05,10.0.0.11,172.10.2.140
1.09E-05,10.0.0.11,172.30.1.4
1.09E-05,10.0.0.11,172.20.2.79
1.09E-05,10.0.0.11,172.20.1.250
1.09E-05,10.0.0.11,172.20.2.2
1.09E-05,10.0.0.11,172.20.1.118
1.09E-05,10.0.0.11,172.10.2.41
1.09E-05,10.0.0.11,172.30.1.223
1.09E-05,10.0.0.11,172.20.1.60
1.09E-05,10.0.0.11,172.30.2.135
1.09E-05,10.0.0.11,172.20.2.96
1.09E-05,10.0.0.11,172.20.1.53
1.09E-05,10.0.0.11,172.10.1.245
1.09E-05,10.0.0.11,172.20.2.80
1.09E-05,10.0.0.11,172.20.1.213
1.09E-05,10.0.0.11,172.10.1.88
1.09E-05,10.0.0.11,172.30.2.84
1.09E-05,10.0.0.11,172.20.2.145
